,X_cells,P_array,S0_array
0,0.0,283.04686952768276,4.1453816031712925e-41
1,2.5125628140703518e-05,281.54686952768276,1.2436144809514248e-40
2,5.0251256281407036e-05,280.0468695276828,3.730843442853739e-40
3,7.537688442211056e-05,278.54686952768276,1.1192530328560377e-39
4,0.00010050251256281407,277.0468695276827,3.357759098567889e-39
5,0.0001256281407035176,275.5468695276827,1.0073277295702925e-38
6,0.00015075376884422112,274.0468695276827,3.0219831887115e-38
7,0.00017587939698492463,272.5468695276826,9.065949566153495e-38
8,0.00020100502512562814,271.0468695276825,2.7197848698769383e-37
9,0.00022613065326633166,269.5468695276824,8.159354610042822e-37
10,0.0002512562814070352,268.04686952768236,2.44780638349286e-36
11,0.0002763819095477387,266.54686952768225,7.343419155405836e-36
12,0.00030150753768844223,265.04686952768213,2.2030257510964206e-35
13,0.0003266331658291457,263.546869527682,6.609077289073214e-35
14,0.00035175879396984926,262.04686952768196,1.982723211463669e-34
15,0.00037688442211055275,260.5468695276819,5.948169774746433e-34
16,0.0004020100502512563,259.04686952768185,1.7844509863710734e-33
17,0.00042713567839195983,257.5468695276818,5.353352915553624e-33
18,0.0004522613065326633,256.04686952768174,1.606005517544131e-32
19,0.00047738693467336686,254.5468695276817,4.818011911364773e-32
20,0.0005025125628140704,253.04686952768168,1.4453991489368187e-31
21,0.0005276381909547739,251.54686952768162,4.336161470070392e-31
22,0.0005527638190954774,250.0468695276816,1.3008221765779074e-30
23,0.0005778894472361809,248.5468695276815,3.9022901192290684e-30
24,0.0006030150753768845,247.04686952768145,1.1705764756828271e-29
25,0.000628140703517588,245.54686952768134,3.511076973165793e-29
26,0.0006532663316582914,244.04686952768122,1.0529581937726737e-28
27,0.000678391959798995,242.5468695276811,3.1569311945139704e-28
28,0.0007035175879396985,241.04686952768103,9.460899873214738e-28
29,0.000728643216080402,239.5468695276809,2.8334403442199533e-27
30,0.0007537688442211055,238.0468695276808,8.477656681629968e-27
31,0.0007788944723618091,236.54686952768063,2.5330496296727078e-26
32,0.0008040201005025126,235.04686952768043,7.55442299177865e-26
33,0.0008291457286432161,233.54686952768026,2.247450293684572e-25
34,0.0008542713567839197,232.04686952768014,6.665194772635105e-25
35,0.0008793969849246232,230.54686952768003,1.9689741776248712e-24
36,0.0009045226130653266,229.04686952767992,5.789201791370177e-24
37,0.0009296482412060301,227.54686952767972,1.6927114179349204e-23
38,0.0009547738693467337,226.04686952767955,4.917730663616072e-23
39,0.000979899497487437,224.5468695276794,1.4184189531007796e-22
40,0.0010050251256281408,223.04686952767923,4.058450342943617e-22
41,0.0010301507537688443,221.54686952767912,1.1511046510829018e-21
42,0.0010552763819095478,220.046869527679,3.234309692726934e-21
43,0.0010804020100502513,218.5468695276789,8.997210680675043e-21
44,0.0011055276381909548,217.0468695276788,2.476718221517521e-20
45,0.0011306532663316582,215.54686952767867,6.743829860037856e-20
46,0.0011557788944723617,214.04686952767852,1.8157326907843062e-19
47,0.0011809045226130654,212.5468695276784,4.8328137147589805e-19
48,0.001206030150753769,211.04686952767827,1.2713642252177468e-18
49,0.0012311557788944724,209.54686952767813,3.305291087517834e-18
50,0.001256281407035176,208.04686952767798,8.491684119067811e-18
51,0.0012814070351758794,206.54686952767784,2.1558627832080498e-17
52,0.0013065326633165829,205.04686952767773,5.408940866632924e-17
53,0.0013316582914572864,203.5468695276776,1.341243535811255e-16
54,0.00135678391959799,202.04686952767747,3.287499506389041e-16
55,0.0013819095477386936,200.54686952767733,7.966379283750445e-16
56,0.001407035175879397,199.04686952767716,1.9088985222380924e-15
57,0.0014321608040201005,197.54686952767705,4.524120228702044e-15
58,0.001457286432160804,196.0468695276769,1.0607917675043383e-14
59,0.0014824120603015075,194.54686952767676,2.4614873215990023e-14
60,0.001507537688442211,193.04686952767662,5.654236116033166e-14
61,0.0015326633165829147,191.54686952767653,1.2861940594082844e-13
62,0.0015577889447236182,190.04686952767642,2.8983570634571243e-13
63,0.0015829145728643217,188.5468695276763,6.47254862143955e-13
64,0.0016080402010050252,187.04686952767625,1.4330124709271452e-12
65,0.0016331658291457286,185.5468695276763,3.146706599119396e-12
66,0.0016582914572864321,184.04686952767665,6.856161827999505e-12
67,0.0016834170854271356,182.54686952767773,1.482917176172934e-11
68,0.0017085427135678393,181.04686952768088,3.185377178054197e-11
69,0.0017336683417085428,179.54686952768944,6.798506910732722e-11
70,0.0017587939698492463,178.04686952771203,1.442373377374869e-10
71,0.0017839195979899498,176.54686952777104,3.043384677764168e-10
72,0.0018090452261306533,175.04686952792386,6.389306428953171e-10
73,0.0018341708542713568,173.54686952831725,1.335268325004945e-09
74,0.0018592964824120603,172.0468695293246,2.779056535720177e-09
75,0.001884422110552764,170.54686953189298,5.762757123992083e-09
76,0.0019095477386934674,169.0468695384173,1.1911043067462112e-08
77,0.001934673366834171,167.54686955493776,2.4548729882798245e-08
78,0.001959798994974874,166.0468695966565,5.046968310511595e-08
79,0.001984924623115578,164.54686970176672,1.0353929323751985e-07
80,0.0020100502512562816,163.04686996608433,2.1202688484270757e-07
81,0.002035175879396985,161.54687062970422,4.335234303787312e-07
82,0.0020603015075376886,160.04687229369566,8.852815496926612e-07
83,0.002085427135678392,158.54687646171436,1.805906795297069e-06
84,0.0021105527638190956,157.0468868932207,3.6807742500084826e-06
85,0.002135678391959799,155.5469129835556,7.496963174327411e-06
86,0.0021608040201005025,154.04697820489352,1.5261408743278456e-05
87,0.002185929648241206,152.5471411817337,3.105393393882678e-05
88,0.0022110552763819095,151.0475483028273,6.316704073990518e-05
