,X_cells,P_array,S0_array
87,0.002185929648241206,945.0002911487226,3.105393393827405e-05
88,0.0022110552763819095,943.4789528798026,6.316704073876983e-05
89,0.002236180904522613,941.9349536053423,0.00012845313969950842
90,0.0022613065326633165,940.3442469167748,0.0002611530716252303
91,0.00228643216080402,938.6573006590107,0.000530811870754285
92,0.0023115577889447235,936.7721682271048,0.0010785798969285124
93,0.0023366834170854274,934.479362473915,0.002190538681022546
94,0.002361809045226131,931.3498169232545,0.004444876805063188
95,0.0023869346733668344,926.5105421681607,0.009003451751928305
96,0.002412060301507538,918.2092527381178,0.01817375826622241
97,0.0024371859296482413,903.0254333264643,0.03642947307659176
98,0.002462311557788945,874.6594877850615,0.07202007346294118
99,0.0024874371859296483,822.8819483712355,0.13860738731578884
100,0.002512562814070352,735.4557605274398,0.2537654165499097
101,0.0025376884422110553,608.9329018567983,0.4266060335164634
102,0.0025628140703517588,466.41557315797513,0.6326219188127505
103,0.0025879396984924623,351.45980926787496,0.8112073937138111
104,0.0026130653266331657,285.7605731524397,0.9202993832484709
105,0.0026381909547738692,256.5796791971308,0.9702669312991498
106,0.0026633165829145727,244.83884128936836,0.9895301070657234
107,0.0026884422110552766,239.79528015618274,0.9963951323344833
108,0.00271356783919598,237.0996676258704,0.9987687469161638
109,0.0027386934673366836,235.19984156764366,0.9995806301033077
110,0.002763819095477387,233.5665453834826,0.9998572968565327
111,0.0027889447236180906,232.02215301534403,0.9999514567803809
112,0.002814070351758794,230.5073740749368,0.9999834889298584
113,0.0028391959798994976,229.00245452901248,0.9999943842853566
114,0.002864321608040201,227.5008170028124,0.9999980900206312
115,0.0028894472361809045,226.00027194224455,0.9999993503944308
116,0.002914572864321608,224.50009051667305,0.9999997790625345
117,0.0029396984924623115,223.0000301286591,0.9999999248571125
118,0.002964824120603015,221.5000100283862,0.9999999744432723
119,0.0029899497487437185,220.00000333800176,0.9999999913079439
120,0.003015075376884422,218.5000011111183,0.9999999970437269
121,0.003040201005025126,217.0000003698697,0.9999999989945707
122,0.0030653266331658294,215.50000012315877,0.9999999996580397
123,0.003090452261306533,214.0000000410479,0.9999999998836737
124,0.0031155778894472364,212.50000001371956,0.9999999999604071
125,0.00314070351758794,211.00000000461205,0.9999999999865314
126,0.0031658291457286433,209.5000000015807,0.9999999999954136
127,0.003190954773869347,208.00000000056454,0.9999999999984476
128,0.0032160804020100503,206.500000000218,0.9999999999995007
129,0.003241206030150754,205.00000000011292,0.9999999999998355
130,0.0032663316582914573,203.50000000007287,0.9999999999999547
131,0.0032914572864321608,202.00000000005596,1.0000000000000102
132,0.0033165829145728643,200.50000000005815,1.000000000000003
133,0.0033417085427135678,199.00000000005062,1.0000000000000167
134,0.0033668341708542712,197.5000000000486,1.0000000000000249
135,0.0033919597989949747,196.00000000005625,1.000000000000006
136,0.0034170854271356787,194.5000000000469,1.000000000000028
137,0.003442211055276382,193.00000000003885,1.0000000000000426
138,0.0034673366834170856,191.5000000000411,1.00000000000004
139,0.003492462311557789,190.00000000003686,1.0000000000000444
140,0.0035175879396984926,188.5000000000259,1.000000000000074
141,0.003542713567839196,187.0000000000322,1.0000000000000586
142,0.0035678391959798996,185.5000000000283,1.0000000000000595
143,0.003592964824120603,184.00000000003104,1.0000000000000566
144,0.0036180904522613066,182.50000000001722,1.0000000000000953
145,0.00364321608040201,181.0000000000121,1.0000000000000986
146,0.0036683417085427135,179.50000000001768,1.0000000000000864
147,0.003693467336683417,178.0000000000046,1.0000000000001168
148,0.0037185929648241205,176.499999999993,1.0000000000001454
149,0.003743718592964824,174.99999999999582,1.0000000000001377
150,0.003768844221105528,173.49999999999721,1.000000000000132
151,0.0037939698492462314,172.00000000000247,1.0000000000001164
152,0.003819095477386935,170.5000000000067,1.0000000000001055
153,0.0038442211055276384,169.00000000000244,1.0000000000001095
154,0.003869346733668342,167.49999999999162,1.0000000000001397
155,0.0038944723618090453,165.99999999999494,1.000000000000128
156,0.003919597989949748,164.49999999999986,1.0000000000001132
157,0.003944723618090453,162.99999999999716,1.0000000000001212
158,0.003969849246231156,161.49999999999247,1.0000000000001317
159,0.00399497487437186,159.99999999999005,1.0000000000001312
160,0.004020100502512563,158.499999999992,1.0000000000001306
161,0.004045226130653267,156.99999999999358,1.0000000000001243
162,0.00407035175879397,155.4999999999821,1.0000000000001499
163,0.004095477386934674,153.99999999998485,1.0000000000001423
164,0.004120603015075377,152.49999999998286,1.000000000000147
165,0.004145728643216081,150.9999999999869,1.000000000000132
166,0.004170854271356784,149.499999999992,1.000000000000118
167,0.004195979899497488,147.99999999999602,1.000000000000105
168,0.004221105527638191,146.49999999999926,1.0000000000000946
169,0.004246231155778895,145.0000000000143,1.000000000000052
170,0.004271356783919598,143.50000000000762,1.000000000000071
171,0.004296482412060302,142.00000000000824,1.0000000000000702
172,0.004321608040201005,140.5000000000113,1.000000000000055
173,0.0043467336683417086,139.00000000000762,1.0000000000000635
174,0.004371859296482412,137.50000000001134,1.0000000000000497
175,0.0043969849246231155,136.0000000000087,1.00000000000006
176,0.004422110552763819,134.50000000000819,1.0000000000000564
177,0.0044472361809045225,133.0000000000049,1.0000000000000673
178,0.004472361809045226,131.49999999999977,1.000000000000078
179,0.0044974874371859295,129.99999999999986,1.000000000000073
180,0.004522613065326633,128.50000000000938,1.0000000000000473
181,0.0045477386934673365,127.0000000000152,1.0000000000000295
182,0.00457286432160804,125.50000000001297,1.0000000000000349
183,0.0045979899497487434,124.00000000000841,1.0000000000000482
184,0.004623115577889447,122.50000000000745,1.0000000000000462
185,0.004648241206030151,120.9999999999991,1.0000000000000642
186,0.004673366834170855,119.49999999999474,1.0000000000000762
187,0.004698492462311558,118.00000000000401,1.0000000000000508
188,0.004723618090452262,116.49999999999744,1.000000000000066
189,0.004748743718592965,114.99999999998859,1.0000000000000888
190,0.004773869346733669,113.49999999999008,1.000000000000082
191,0.004798994974874372,111.99999999999017,1.0000000000000813
192,0.004824120603015076,110.4999999999897,1.0000000000000786
193,0.004849246231155779,108.99999999999505,1.000000000000064
194,0.004874371859296483,107.49999999999088,1.000000000000073
195,0.004899497487437186,105.99999999999129,1.0000000000000715
196,0.00492462311557789,104.49999999998612,1.000000000000081
197,0.004949748743718593,102.99999999999832,1.0000000000000515
198,0.004974874371859297,101.4999999999999,1.0000000000000444
199,0.005,100.0,1.0000000000000409
